decade,ano_filme_raw,ano_filme,numero_cerimonia,nome_ator,filme_indicado,role_raw,url_ator,url_filme,url_cerimonia,eh_vencedor,ceremony_label_raw
1970s,1971 (44th),1971,44,Topol,Fiddler on the Roof,Tevye,https://en.wikipedia.org/wiki/Chaim_Topol,https://en.wikipedia.org/wiki/Fiddler_on_the_Roof_(film),https://en.wikipedia.org/wiki/44th_Academy_Awards,False,(44th)
1970s,1972 (45th),1972,45,Marlon Brando,The Godfather,Vito Corleone,https://en.wikipedia.org/wiki/Marlon_Brando,https://en.wikipedia.org/wiki/The_Godfather,https://en.wikipedia.org/wiki/45th_Academy_Awards,True,(45th)
1970s,1972 (45th),1972,45,Michael Caine,Sleuth,Milo Tindle,https://en.wikipedia.org/wiki/Michael_Caine,https://en.wikipedia.org/wiki/Sleuth_(1972_film),https://en.wikipedia.org/wiki/45th_Academy_Awards,False,(45th)
1970s,1972 (45th),1972,45,Laurence Olivier,Sleuth,Andrew Wyke,https://en.wikipedia.org/wiki/Laurence_Olivier,https://en.wikipedia.org/wiki/Sleuth_(1972_film),https://en.wikipedia.org/wiki/45th_Academy_Awards,False,(45th)
1970s,1972 (45th),1972,45,Peter O'Toole,The Ruling Class,"Jack Gurney, 14th Earl of Gurney",https://en.wikipedia.org/wiki/Peter_O%27Toole,https://en.wikipedia.org/wiki/The_Ruling_Class_(film),https://en.wikipedia.org/wiki/45th_Academy_Awards,False,(45th)
1970s,1972 (45th),1972,45,Paul Winfield,Sounder,Nathan Lee Morgan,https://en.wikipedia.org/wiki/Paul_Winfield,https://en.wikipedia.org/wiki/Sounder_(film),https://en.wikipedia.org/wiki/45th_Academy_Awards,False,(45th)
1970s,1973 (46th),1973,46,Jack Lemmon,Save the Tiger,Harry Stoner,https://en.wikipedia.org/wiki/Jack_Lemmon,https://en.wikipedia.org/wiki/Save_the_Tiger,https://en.wikipedia.org/wiki/46th_Academy_Awards,True,(46th)
1970s,1973 (46th),1973,46,Marlon Brando,Last Tango in Paris,Paul,https://en.wikipedia.org/wiki/Marlon_Brando,https://en.wikipedia.org/wiki/Last_Tango_in_Paris,https://en.wikipedia.org/wiki/46th_Academy_Awards,False,(46th)
1970s,1973 (46th),1973,46,Jack Nicholson,The Last Detail,"Signalman 1st Class Billy L. ""Badass"" Buddusky",https://en.wikipedia.org/wiki/Jack_Nicholson,https://en.wikipedia.org/wiki/The_Last_Detail,https://en.wikipedia.org/wiki/46th_Academy_Awards,False,(46th)
1970s,1973 (46th),1973,46,Al Pacino,Serpico,Frank Serpico,https://en.wikipedia.org/wiki/Al_Pacino,https://en.wikipedia.org/wiki/Serpico,https://en.wikipedia.org/wiki/46th_Academy_Awards,False,(46th)
1970s,1973 (46th),1973,46,Robert Redford,The Sting,"Johnny ""Kelly"" Hooker",https://en.wikipedia.org/wiki/Robert_Redford,https://en.wikipedia.org/wiki/The_Sting,https://en.wikipedia.org/wiki/46th_Academy_Awards,False,(46th)
1970s,1974 (47th),1974,47,Art Carney,Harry and Tonto,Harry Coombes,https://en.wikipedia.org/wiki/Art_Carney,https://en.wikipedia.org/wiki/Harry_and_Tonto,https://en.wikipedia.org/wiki/47th_Academy_Awards,True,(47th)
1970s,1974 (47th),1974,47,Albert Finney,Murder on the Orient Express,Hercule Poirot,https://en.wikipedia.org/wiki/Albert_Finney,https://en.wikipedia.org/wiki/Murder_on_the_Orient_Express_(1974_film),https://en.wikipedia.org/wiki/47th_Academy_Awards,False,(47th)
1970s,1974 (47th),1974,47,Dustin Hoffman,Lenny,Lenny Bruce,https://en.wikipedia.org/wiki/Dustin_Hoffman,https://en.wikipedia.org/wiki/Lenny_(film),https://en.wikipedia.org/wiki/47th_Academy_Awards,False,(47th)
1970s,1974 (47th),1974,47,Jack Nicholson,Chinatown,"J. J. ""Jake"" Gittes",https://en.wikipedia.org/wiki/Jack_Nicholson,https://en.wikipedia.org/wiki/Chinatown_(1974_film),https://en.wikipedia.org/wiki/47th_Academy_Awards,False,(47th)
1970s,1974 (47th),1974,47,Al Pacino,The Godfather Part II,Michael Corleone,https://en.wikipedia.org/wiki/Al_Pacino,https://en.wikipedia.org/wiki/The_Godfather_Part_II,https://en.wikipedia.org/wiki/47th_Academy_Awards,False,(47th)
1970s,1975 (48th),1975,48,Jack Nicholson,One Flew Over the Cuckoo's Nest,Randle Patrick McMurphy,https://en.wikipedia.org/wiki/Jack_Nicholson,https://en.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),https://en.wikipedia.org/wiki/48th_Academy_Awards,True,(48th)
1970s,1975 (48th),1975,48,Walter Matthau,The Sunshine Boys,Willy Clark,https://en.wikipedia.org/wiki/Walter_Matthau,https://en.wikipedia.org/wiki/The_Sunshine_Boys_(1975_film),https://en.wikipedia.org/wiki/48th_Academy_Awards,False,(48th)
1970s,1975 (48th),1975,48,Al Pacino,Dog Day Afternoon,Sonny Wortzik,https://en.wikipedia.org/wiki/Al_Pacino,https://en.wikipedia.org/wiki/Dog_Day_Afternoon,https://en.wikipedia.org/wiki/48th_Academy_Awards,False,(48th)
1970s,1975 (48th),1975,48,Maximilian Schell,The Man in the Glass Booth,Arthur Goldman,https://en.wikipedia.org/wiki/Maximilian_Schell,https://en.wikipedia.org/wiki/The_Man_in_the_Glass_Booth,https://en.wikipedia.org/wiki/48th_Academy_Awards,False,(48th)
1970s,1975 (48th),1975,48,James Whitmore,"Give 'em Hell, Harry!",Harry S. Truman,https://en.wikipedia.org/wiki/James_Whitmore,"https://en.wikipedia.org/wiki/Give_%27em_Hell,_Harry!",https://en.wikipedia.org/wiki/48th_Academy_Awards,False,(48th)
1970s,1976 (49th),1976,49,Peter Finch,Network,Howard Beale,https://en.wikipedia.org/wiki/Peter_Finch,https://en.wikipedia.org/wiki/Network_(1976_film),https://en.wikipedia.org/wiki/49th_Academy_Awards,False,(49th)
1970s,1976 (49th),1976,49,Robert De Niro,Taxi Driver,Travis Bickle,https://en.wikipedia.org/wiki/Robert_De_Niro,https://en.wikipedia.org/wiki/Taxi_Driver,https://en.wikipedia.org/wiki/49th_Academy_Awards,False,(49th)
1970s,1976 (49th),1976,49,Giancarlo Giannini,Seven Beauties,Pasqualino Frafuso,https://en.wikipedia.org/wiki/Giancarlo_Giannini,https://en.wikipedia.org/wiki/Seven_Beauties,https://en.wikipedia.org/wiki/49th_Academy_Awards,False,(49th)
1970s,1976 (49th),1976,49,William Holden,Network,Max Schumacher,https://en.wikipedia.org/wiki/William_Holden,https://en.wikipedia.org/wiki/Network_(1976_film),https://en.wikipedia.org/wiki/49th_Academy_Awards,False,(49th)
1970s,1976 (49th),1976,49,Sylvester Stallone,Rocky,Rocky Balboa,https://en.wikipedia.org/wiki/Sylvester_Stallone,https://en.wikipedia.org/wiki/Rocky,https://en.wikipedia.org/wiki/49th_Academy_Awards,False,(49th)
1970s,1977 (50th),1977,50,Richard Dreyfuss,The Goodbye Girl,Elliot Garfield,https://en.wikipedia.org/wiki/Richard_Dreyfuss,https://en.wikipedia.org/wiki/The_Goodbye_Girl,https://en.wikipedia.org/wiki/50th_Academy_Awards,True,(50th)
1970s,1977 (50th),1977,50,Woody Allen,Annie Hall,Alvy Singer,https://en.wikipedia.org/wiki/Woody_Allen,https://en.wikipedia.org/wiki/Annie_Hall,https://en.wikipedia.org/wiki/50th_Academy_Awards,False,(50th)
1970s,1977 (50th),1977,50,Richard Burton,Equus,Martin Dysart,https://en.wikipedia.org/wiki/Richard_Burton,https://en.wikipedia.org/wiki/Equus_(film),https://en.wikipedia.org/wiki/50th_Academy_Awards,False,(50th)
1970s,1977 (50th),1977,50,Marcello Mastroianni,A Special Day,Gabriele,https://en.wikipedia.org/wiki/Marcello_Mastroianni,https://en.wikipedia.org/wiki/A_Special_Day,https://en.wikipedia.org/wiki/50th_Academy_Awards,False,(50th)
1970s,1977 (50th),1977,50,John Travolta,Saturday Night Fever,Tony Manero,https://en.wikipedia.org/wiki/John_Travolta,https://en.wikipedia.org/wiki/Saturday_Night_Fever,https://en.wikipedia.org/wiki/50th_Academy_Awards,False,(50th)
1970s,1978 (51st),1978,51,Jon Voight,Coming Home,Luke Martin,https://en.wikipedia.org/wiki/Jon_Voight,https://en.wikipedia.org/wiki/Coming_Home_(1978_film),https://en.wikipedia.org/wiki/51st_Academy_Awards,True,(51st)
1970s,1978 (51st),1978,51,Warren Beatty,Heaven Can Wait,Joe Pendleton / Leo Farnsworth / Tom Jarrett,https://en.wikipedia.org/wiki/Warren_Beatty,https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film),https://en.wikipedia.org/wiki/51st_Academy_Awards,False,(51st)
1970s,1978 (51st),1978,51,Gary Busey,The Buddy Holly Story,Buddy Holly,https://en.wikipedia.org/wiki/Gary_Busey,https://en.wikipedia.org/wiki/The_Buddy_Holly_Story,https://en.wikipedia.org/wiki/51st_Academy_Awards,False,(51st)
1970s,1978 (51st),1978,51,Robert De Niro,The Deer Hunter,Michael Vronsky,https://en.wikipedia.org/wiki/Robert_De_Niro,https://en.wikipedia.org/wiki/The_Deer_Hunter,https://en.wikipedia.org/wiki/51st_Academy_Awards,False,(51st)
1970s,1978 (51st),1978,51,Laurence Olivier,The Boys from Brazil,Ezra Lieberman,https://en.wikipedia.org/wiki/Laurence_Olivier,https://en.wikipedia.org/wiki/The_Boys_from_Brazil_(film),https://en.wikipedia.org/wiki/51st_Academy_Awards,False,(51st)
1970s,1979 (52nd),1979,52,Dustin Hoffman,Kramer vs. Kramer,Ted Kramer,https://en.wikipedia.org/wiki/Dustin_Hoffman,https://en.wikipedia.org/wiki/Kramer_vs._Kramer,https://en.wikipedia.org/wiki/52nd_Academy_Awards,True,(52nd)
1970s,1979 (52nd),1979,52,Jack Lemmon,The China Syndrome,Jack Godell,https://en.wikipedia.org/wiki/Jack_Lemmon,https://en.wikipedia.org/wiki/The_China_Syndrome,https://en.wikipedia.org/wiki/52nd_Academy_Awards,False,(52nd)
1970s,1979 (52nd),1979,52,Al Pacino,...And Justice for All,Arthur Kirkland,https://en.wikipedia.org/wiki/Al_Pacino,https://en.wikipedia.org/wiki/...And_Justice_for_All_(film),https://en.wikipedia.org/wiki/52nd_Academy_Awards,False,(52nd)
1970s,1979 (52nd),1979,52,Roy Scheider,All That Jazz,Joe Gideon,https://en.wikipedia.org/wiki/Roy_Scheider,https://en.wikipedia.org/wiki/All_That_Jazz_(film),https://en.wikipedia.org/wiki/52nd_Academy_Awards,False,(52nd)
1970s,1979 (52nd),1979,52,Peter Sellers,Being There,Chance the gardener / Chauncey Gardiner,https://en.wikipedia.org/wiki/Peter_Sellers,https://en.wikipedia.org/wiki/Being_There,https://en.wikipedia.org/wiki/52nd_Academy_Awards,False,(52nd)
1980s,1980 (53rd),1980,53,Robert De Niro,Raging Bull,Jake LaMotta,https://en.wikipedia.org/wiki/Robert_De_Niro,https://en.wikipedia.org/wiki/Raging_Bull,https://en.wikipedia.org/wiki/53rd_Academy_Awards,True,(53rd)
1980s,1980 (53rd),1980,53,Robert Duvall,The Great Santini,"Lt. Col. Wilbur ""Bull"" Meechum",https://en.wikipedia.org/wiki/Robert_Duvall,https://en.wikipedia.org/wiki/The_Great_Santini,https://en.wikipedia.org/wiki/53rd_Academy_Awards,False,(53rd)
1980s,1980 (53rd),1980,53,John Hurt,The Elephant Man,John Merrick,https://en.wikipedia.org/wiki/John_Hurt,https://en.wikipedia.org/wiki/The_Elephant_Man_(1980_film),https://en.wikipedia.org/wiki/53rd_Academy_Awards,False,(53rd)
1980s,1980 (53rd),1980,53,Jack Lemmon,Tribute,Scottie Templeton,https://en.wikipedia.org/wiki/Jack_Lemmon,https://en.wikipedia.org/wiki/Tribute_(1980_film),https://en.wikipedia.org/wiki/53rd_Academy_Awards,False,(53rd)
1980s,1980 (53rd),1980,53,Peter O'Toole,The Stunt Man,Eli Cross,https://en.wikipedia.org/wiki/Peter_O%27Toole,https://en.wikipedia.org/wiki/The_Stunt_Man,https://en.wikipedia.org/wiki/53rd_Academy_Awards,False,(53rd)
1980s,1981 (54th),1981,54,Henry Fonda,On Golden Pond,Norman Thayer Jr.,https://en.wikipedia.org/wiki/Henry_Fonda,https://en.wikipedia.org/wiki/On_Golden_Pond_(1981_film),https://en.wikipedia.org/wiki/54th_Academy_Awards,True,(54th)
1980s,1981 (54th),1981,54,Warren Beatty,Reds,"John ""Jack"" Reed",https://en.wikipedia.org/wiki/Warren_Beatty,https://en.wikipedia.org/wiki/Reds_(film),https://en.wikipedia.org/wiki/54th_Academy_Awards,False,(54th)
1980s,1981 (54th),1981,54,Burt Lancaster,Atlantic City,Lou Pascal,https://en.wikipedia.org/wiki/Burt_Lancaster,https://en.wikipedia.org/wiki/Atlantic_City_(1980_film),https://en.wikipedia.org/wiki/54th_Academy_Awards,False,(54th)
1980s,1981 (54th),1981,54,Dudley Moore,Arthur,Arthur Bach,https://en.wikipedia.org/wiki/Dudley_Moore,https://en.wikipedia.org/wiki/Arthur_(1981_film),https://en.wikipedia.org/wiki/54th_Academy_Awards,False,(54th)
1980s,1981 (54th),1981,54,Paul Newman,Absence of Malice,Michael Gallagher,https://en.wikipedia.org/wiki/Paul_Newman,https://en.wikipedia.org/wiki/Absence_of_Malice,https://en.wikipedia.org/wiki/54th_Academy_Awards,False,(54th)
1980s,1982 (55th),1982,55,Ben Kingsley,Gandhi,Mahatma Gandhi,https://en.wikipedia.org/wiki/Ben_Kingsley,https://en.wikipedia.org/wiki/Gandhi_(film),https://en.wikipedia.org/wiki/55th_Academy_Awards,True,(55th)
1980s,1982 (55th),1982,55,Dustin Hoffman,Tootsie,Michael Dorsey / Dorothy Michaels,https://en.wikipedia.org/wiki/Dustin_Hoffman,https://en.wikipedia.org/wiki/Tootsie,https://en.wikipedia.org/wiki/55th_Academy_Awards,False,(55th)
1980s,1982 (55th),1982,55,Jack Lemmon,Missing,Edmund Horman,https://en.wikipedia.org/wiki/Jack_Lemmon,https://en.wikipedia.org/wiki/Missing_(1982_film),https://en.wikipedia.org/wiki/55th_Academy_Awards,False,(55th)
1980s,1982 (55th),1982,55,Paul Newman,The Verdict,Frank Galvin,https://en.wikipedia.org/wiki/Paul_Newman,https://en.wikipedia.org/wiki/The_Verdict,https://en.wikipedia.org/wiki/55th_Academy_Awards,False,(55th)
1980s,1982 (55th),1982,55,Peter O'Toole,My Favorite Year,Alan Swann,https://en.wikipedia.org/wiki/Peter_O%27Toole,https://en.wikipedia.org/wiki/My_Favorite_Year,https://en.wikipedia.org/wiki/55th_Academy_Awards,False,(55th)
1980s,1983 (56th),1983,56,Robert Duvall,Tender Mercies,Mac Sledge,https://en.wikipedia.org/wiki/Robert_Duvall,https://en.wikipedia.org/wiki/Tender_Mercies,https://en.wikipedia.org/wiki/56th_Academy_Awards,True,(56th)
1980s,1983 (56th),1983,56,Michael Caine,Educating Rita,Dr. Frank Bryant,https://en.wikipedia.org/wiki/Michael_Caine,https://en.wikipedia.org/wiki/Educating_Rita_(film),https://en.wikipedia.org/wiki/56th_Academy_Awards,False,(56th)
1980s,1983 (56th),1983,56,Tom Conti,"Reuben, Reuben",Gowan McGland,https://en.wikipedia.org/wiki/Tom_Conti,"https://en.wikipedia.org/wiki/Reuben,_Reuben",https://en.wikipedia.org/wiki/56th_Academy_Awards,False,(56th)
1980s,1983 (56th),1983,56,Tom Courtenay,The Dresser,Norman,https://en.wikipedia.org/wiki/Tom_Courtenay,https://en.wikipedia.org/wiki/The_Dresser_(1983_film),https://en.wikipedia.org/wiki/56th_Academy_Awards,False,(56th)
1980s,1983 (56th),1983,56,Albert Finney,The Dresser,Sir,https://en.wikipedia.org/wiki/Albert_Finney,https://en.wikipedia.org/wiki/The_Dresser_(1983_film),https://en.wikipedia.org/wiki/56th_Academy_Awards,False,(56th)
1980s,1984 (57th),1984,57,F. Murray Abraham,Amadeus,Antonio Salieri,https://en.wikipedia.org/wiki/F._Murray_Abraham,https://en.wikipedia.org/wiki/Amadeus_(film),https://en.wikipedia.org/wiki/57th_Academy_Awards,True,(57th)
1980s,1984 (57th),1984,57,Jeff Bridges,Starman,Scott “Starman” Hayden,https://en.wikipedia.org/wiki/Jeff_Bridges,https://en.wikipedia.org/wiki/Starman_(film),https://en.wikipedia.org/wiki/57th_Academy_Awards,False,(57th)
1980s,1984 (57th),1984,57,Albert Finney,Under the Volcano,Geoffrey Firmin,https://en.wikipedia.org/wiki/Albert_Finney,https://en.wikipedia.org/wiki/Under_the_Volcano_(1984_film),https://en.wikipedia.org/wiki/57th_Academy_Awards,False,(57th)
1980s,1984 (57th),1984,57,Tom Hulce,Amadeus,Wolfgang Amadeus Mozart,https://en.wikipedia.org/wiki/Tom_Hulce,https://en.wikipedia.org/wiki/Amadeus_(film),https://en.wikipedia.org/wiki/57th_Academy_Awards,False,(57th)
1980s,1984 (57th),1984,57,Sam Waterston,The Killing Fields,Sydney Schanberg,https://en.wikipedia.org/wiki/Sam_Waterston,https://en.wikipedia.org/wiki/The_Killing_Fields_(film),https://en.wikipedia.org/wiki/57th_Academy_Awards,False,(57th)
1980s,1985 (58th),1985,58,William Hurt,Kiss of the Spider Woman,Luis Molina,https://en.wikipedia.org/wiki/William_Hurt,https://en.wikipedia.org/wiki/Kiss_of_the_Spider_Woman_(1985_film),https://en.wikipedia.org/wiki/58th_Academy_Awards,True,(58th)
1980s,1985 (58th),1985,58,Harrison Ford,Witness,John Book,https://en.wikipedia.org/wiki/Harrison_Ford,https://en.wikipedia.org/wiki/Witness_(1985_film),https://en.wikipedia.org/wiki/58th_Academy_Awards,False,(58th)
1980s,1985 (58th),1985,58,James Garner,Murphy's Romance,Murphy Jones,https://en.wikipedia.org/wiki/James_Garner,https://en.wikipedia.org/wiki/Murphy%27s_Romance,https://en.wikipedia.org/wiki/58th_Academy_Awards,False,(58th)
1980s,1985 (58th),1985,58,Jack Nicholson,Prizzi's Honor,Charley Partanna,https://en.wikipedia.org/wiki/Jack_Nicholson,https://en.wikipedia.org/wiki/Prizzi%27s_Honor,https://en.wikipedia.org/wiki/58th_Academy_Awards,False,(58th)
1980s,1985 (58th),1985,58,Jon Voight,Runaway Train,"Oscar ""Manny"" Manheim",https://en.wikipedia.org/wiki/Jon_Voight,https://en.wikipedia.org/wiki/Runaway_Train_(film),https://en.wikipedia.org/wiki/58th_Academy_Awards,False,(58th)
1980s,1986 (59th),1986,59,Paul Newman,The Color of Money,"""Fast"" Eddie Felson",https://en.wikipedia.org/wiki/Paul_Newman,https://en.wikipedia.org/wiki/The_Color_of_Money,https://en.wikipedia.org/wiki/59th_Academy_Awards,True,(59th)
1980s,1986 (59th),1986,59,Dexter Gordon,Round Midnight,Dale Turner,https://en.wikipedia.org/wiki/Dexter_Gordon,https://en.wikipedia.org/wiki/Round_Midnight_(film),https://en.wikipedia.org/wiki/59th_Academy_Awards,False,(59th)
1980s,1986 (59th),1986,59,Bob Hoskins,Mona Lisa,George,https://en.wikipedia.org/wiki/Bob_Hoskins,https://en.wikipedia.org/wiki/Mona_Lisa_(film),https://en.wikipedia.org/wiki/59th_Academy_Awards,False,(59th)
1980s,1986 (59th),1986,59,William Hurt,Children of a Lesser God,James Leeds,https://en.wikipedia.org/wiki/William_Hurt,https://en.wikipedia.org/wiki/Children_of_a_Lesser_God_(film),https://en.wikipedia.org/wiki/59th_Academy_Awards,False,(59th)
1980s,1986 (59th),1986,59,James Woods,Salvador,Richard Boyle,https://en.wikipedia.org/wiki/James_Woods,https://en.wikipedia.org/wiki/Salvador_(film),https://en.wikipedia.org/wiki/59th_Academy_Awards,False,(59th)
1980s,1987 (60th),1987,60,Michael Douglas,Wall Street,Gordon Gekko,https://en.wikipedia.org/wiki/Michael_Douglas,https://en.wikipedia.org/wiki/Wall_Street_(1987_film),https://en.wikipedia.org/wiki/60th_Academy_Awards,True,(60th)
1980s,1987 (60th),1987,60,William Hurt,Broadcast News,Tom Grunick,https://en.wikipedia.org/wiki/William_Hurt,https://en.wikipedia.org/wiki/Broadcast_News_(film),https://en.wikipedia.org/wiki/60th_Academy_Awards,False,(60th)
1980s,1987 (60th),1987,60,Marcello Mastroianni,Dark Eyes,Romano Patroni,https://en.wikipedia.org/wiki/Marcello_Mastroianni,https://en.wikipedia.org/wiki/Dark_Eyes_(1987_film),https://en.wikipedia.org/wiki/60th_Academy_Awards,False,(60th)
1980s,1987 (60th),1987,60,Jack Nicholson,Ironweed,Francis Phelan,https://en.wikipedia.org/wiki/Jack_Nicholson,https://en.wikipedia.org/wiki/Ironweed_(film),https://en.wikipedia.org/wiki/60th_Academy_Awards,False,(60th)
1980s,1987 (60th),1987,60,Robin Williams,"Good Morning, Vietnam",Adrian Cronauer,https://en.wikipedia.org/wiki/Robin_Williams,"https://en.wikipedia.org/wiki/Good_Morning,_Vietnam",https://en.wikipedia.org/wiki/60th_Academy_Awards,False,(60th)
1980s,1988 (61st),1988,61,Dustin Hoffman,Rain Man,Raymond Babbitt,https://en.wikipedia.org/wiki/Dustin_Hoffman,https://en.wikipedia.org/wiki/Rain_Man,https://en.wikipedia.org/wiki/61st_Academy_Awards,True,(61st)
1980s,1988 (61st),1988,61,Gene Hackman,Mississippi Burning,Rupert Anderson,https://en.wikipedia.org/wiki/Gene_Hackman,https://en.wikipedia.org/wiki/Mississippi_Burning,https://en.wikipedia.org/wiki/61st_Academy_Awards,False,(61st)
1980s,1988 (61st),1988,61,Tom Hanks,Big,Josh Baskin,https://en.wikipedia.org/wiki/Tom_Hanks,https://en.wikipedia.org/wiki/Big_(film),https://en.wikipedia.org/wiki/61st_Academy_Awards,False,(61st)
1980s,1988 (61st),1988,61,Edward James Olmos,Stand and Deliver,Jaime Escalante,https://en.wikipedia.org/wiki/Edward_James_Olmos,https://en.wikipedia.org/wiki/Stand_and_Deliver,https://en.wikipedia.org/wiki/61st_Academy_Awards,False,(61st)
1980s,1988 (61st),1988,61,Max von Sydow,Pelle the Conqueror,"Lassefar ""Lasse"" Karlsson",https://en.wikipedia.org/wiki/Max_von_Sydow,https://en.wikipedia.org/wiki/Pelle_the_Conqueror,https://en.wikipedia.org/wiki/61st_Academy_Awards,False,(61st)
1980s,1989 (62nd),1989,62,Daniel Day-Lewis,My Left Foot,Christy Brown,https://en.wikipedia.org/wiki/Daniel_Day-Lewis,https://en.wikipedia.org/wiki/My_Left_Foot,https://en.wikipedia.org/wiki/62nd_Academy_Awards,True,(62nd)
1980s,1989 (62nd),1989,62,Kenneth Branagh,Henry V,King Henry V,https://en.wikipedia.org/wiki/Kenneth_Branagh,https://en.wikipedia.org/wiki/Henry_V_(1989_film),https://en.wikipedia.org/wiki/62nd_Academy_Awards,False,(62nd)
1980s,1989 (62nd),1989,62,Tom Cruise,Born on the Fourth of July,Ron Kovic,https://en.wikipedia.org/wiki/Tom_Cruise,https://en.wikipedia.org/wiki/Born_on_the_Fourth_of_July_(film),https://en.wikipedia.org/wiki/62nd_Academy_Awards,False,(62nd)
1980s,1989 (62nd),1989,62,Morgan Freeman,Driving Miss Daisy,Hoke Colburn,https://en.wikipedia.org/wiki/Morgan_Freeman,https://en.wikipedia.org/wiki/Driving_Miss_Daisy,https://en.wikipedia.org/wiki/62nd_Academy_Awards,False,(62nd)
1980s,1989 (62nd),1989,62,Robin Williams,Dead Poets Society,John Keating,https://en.wikipedia.org/wiki/Robin_Williams,https://en.wikipedia.org/wiki/Dead_Poets_Society,https://en.wikipedia.org/wiki/62nd_Academy_Awards,False,(62nd)
1990s,1990 (63rd),1990,63,Jeremy Irons,Reversal of Fortune,Claus von Bülow,https://en.wikipedia.org/wiki/Jeremy_Irons,https://en.wikipedia.org/wiki/Reversal_of_Fortune,https://en.wikipedia.org/wiki/63rd_Academy_Awards,True,(63rd)
1990s,1990 (63rd),1990,63,Kevin Costner,Dances With Wolves,Lt. John J. Dunbar,https://en.wikipedia.org/wiki/Kevin_Costner,https://en.wikipedia.org/wiki/Dances_With_Wolves,https://en.wikipedia.org/wiki/63rd_Academy_Awards,False,(63rd)
1990s,1990 (63rd),1990,63,Robert De Niro,Awakenings,Leonard Lowe,https://en.wikipedia.org/wiki/Robert_De_Niro,https://en.wikipedia.org/wiki/Awakenings,https://en.wikipedia.org/wiki/63rd_Academy_Awards,False,(63rd)
1990s,1990 (63rd),1990,63,Gérard Depardieu,Cyrano de Bergerac,Cyrano de Bergerac,https://en.wikipedia.org/wiki/G%C3%A9rard_Depardieu,https://en.wikipedia.org/wiki/Cyrano_de_Bergerac_(1990_film),https://en.wikipedia.org/wiki/63rd_Academy_Awards,False,(63rd)
1990s,1990 (63rd),1990,63,Richard Harris,The Field,"""Bull"" McCabe",https://en.wikipedia.org/wiki/Richard_Harris,https://en.wikipedia.org/wiki/The_Field_(1990_film),https://en.wikipedia.org/wiki/63rd_Academy_Awards,False,(63rd)
1990s,1991 (64th),1991,64,Anthony Hopkins,The Silence of the Lambs,Dr. Hannibal Lecter,https://en.wikipedia.org/wiki/Anthony_Hopkins,https://en.wikipedia.org/wiki/The_Silence_of_the_Lambs_(film),https://en.wikipedia.org/wiki/64th_Academy_Awards,True,(64th)
1990s,1991 (64th),1991,64,Warren Beatty,Bugsy,"Benjamin ""Bugsy"" Siegel",https://en.wikipedia.org/wiki/Warren_Beatty,https://en.wikipedia.org/wiki/Bugsy,https://en.wikipedia.org/wiki/64th_Academy_Awards,False,(64th)
1990s,1991 (64th),1991,64,Robert De Niro,Cape Fear,Max Cady,https://en.wikipedia.org/wiki/Robert_De_Niro,https://en.wikipedia.org/wiki/Cape_Fear_(1991_film),https://en.wikipedia.org/wiki/64th_Academy_Awards,False,(64th)
1990s,1991 (64th),1991,64,Nick Nolte,The Prince of Tides,Tom Wingo,https://en.wikipedia.org/wiki/Nick_Nolte,https://en.wikipedia.org/wiki/The_Prince_of_Tides,https://en.wikipedia.org/wiki/64th_Academy_Awards,False,(64th)
1990s,1991 (64th),1991,64,Robin Williams,The Fisher King,"Henry ""Parry"" Sagan",https://en.wikipedia.org/wiki/Robin_Williams,https://en.wikipedia.org/wiki/The_Fisher_King,https://en.wikipedia.org/wiki/64th_Academy_Awards,False,(64th)
1990s,1992 (65th),1992,65,Al Pacino,Scent of a Woman,Lt. Col. Frank Slade,https://en.wikipedia.org/wiki/Al_Pacino,https://en.wikipedia.org/wiki/Scent_of_a_Woman_(1992_film),https://en.wikipedia.org/wiki/65th_Academy_Awards,True,(65th)
1990s,1992 (65th),1992,65,Robert Downey Jr.,Chaplin,Charlie Chaplin,https://en.wikipedia.org/wiki/Robert_Downey_Jr.,https://en.wikipedia.org/wiki/Chaplin_(film),https://en.wikipedia.org/wiki/65th_Academy_Awards,False,(65th)
1990s,1992 (65th),1992,65,Clint Eastwood,Unforgiven,Will Munny,https://en.wikipedia.org/wiki/Clint_Eastwood,https://en.wikipedia.org/wiki/Unforgiven,https://en.wikipedia.org/wiki/65th_Academy_Awards,False,(65th)
1990s,1992 (65th),1992,65,Stephen Rea,The Crying Game,Fergus,https://en.wikipedia.org/wiki/Stephen_Rea,https://en.wikipedia.org/wiki/The_Crying_Game,https://en.wikipedia.org/wiki/65th_Academy_Awards,False,(65th)
1990s,1992 (65th),1992,65,Denzel Washington,Malcolm X,Malcolm Little / Malcolm X,https://en.wikipedia.org/wiki/Denzel_Washington,https://en.wikipedia.org/wiki/Malcolm_X_(1992_film),https://en.wikipedia.org/wiki/65th_Academy_Awards,False,(65th)
1990s,1993 (66th),1993,66,Tom Hanks,Philadelphia,Andrew Beckett,https://en.wikipedia.org/wiki/Tom_Hanks,https://en.wikipedia.org/wiki/Philadelphia_(film),https://en.wikipedia.org/wiki/66th_Academy_Awards,True,(66th)
