decade,ano_filme_raw,ano_filme,numero_cerimonia,nome_ator,filme_indicado,role_raw,url_ator,url_filme,url_cerimonia,eh_vencedor,ceremony_label_raw
1990s,1993 (66th),1993,66,Daniel Day-Lewis,In the Name of the Father,"Gerard ""Gerry"" Conlon",https://en.wikipedia.org/wiki/Daniel_Day-Lewis,https://en.wikipedia.org/wiki/In_the_Name_of_the_Father,https://en.wikipedia.org/wiki/66th_Academy_Awards,False,(66th)
1990s,1993 (66th),1993,66,Laurence Fishburne,What's Love Got to Do with It,Ike Turner,https://en.wikipedia.org/wiki/Laurence_Fishburne,https://en.wikipedia.org/wiki/What%27s_Love_Got_to_Do_with_It_(1993_film),https://en.wikipedia.org/wiki/66th_Academy_Awards,False,(66th)
1990s,1993 (66th),1993,66,Anthony Hopkins,The Remains of the Day,James Stevens,https://en.wikipedia.org/wiki/Anthony_Hopkins,https://en.wikipedia.org/wiki/The_Remains_of_the_Day_(film),https://en.wikipedia.org/wiki/66th_Academy_Awards,False,(66th)
1990s,1993 (66th),1993,66,Liam Neeson,Schindler's List,Oskar Schindler,https://en.wikipedia.org/wiki/Liam_Neeson,https://en.wikipedia.org/wiki/Schindler%27s_List,https://en.wikipedia.org/wiki/66th_Academy_Awards,False,(66th)
1990s,1994 (67th),1994,67,Tom Hanks,Forrest Gump,Forrest Gump,https://en.wikipedia.org/wiki/Tom_Hanks,https://en.wikipedia.org/wiki/Forrest_Gump,https://en.wikipedia.org/wiki/67th_Academy_Awards,True,(67th)
1990s,1994 (67th),1994,67,Morgan Freeman,The Shawshank Redemption,"Ellis Boyd ""Red"" Redding",https://en.wikipedia.org/wiki/Morgan_Freeman,https://en.wikipedia.org/wiki/The_Shawshank_Redemption,https://en.wikipedia.org/wiki/67th_Academy_Awards,False,(67th)
1990s,1994 (67th),1994,67,Nigel Hawthorne,The Madness of King George,King George III,https://en.wikipedia.org/wiki/Nigel_Hawthorne,https://en.wikipedia.org/wiki/The_Madness_of_King_George,https://en.wikipedia.org/wiki/67th_Academy_Awards,False,(67th)
1990s,1994 (67th),1994,67,Paul Newman,Nobody's Fool,"Donald ""Sully"" Sullivan",https://en.wikipedia.org/wiki/Paul_Newman,https://en.wikipedia.org/wiki/Nobody%27s_Fool_(1994_film),https://en.wikipedia.org/wiki/67th_Academy_Awards,False,(67th)
1990s,1994 (67th),1994,67,John Travolta,Pulp Fiction,Vincent Vega,https://en.wikipedia.org/wiki/John_Travolta,https://en.wikipedia.org/wiki/Pulp_Fiction,https://en.wikipedia.org/wiki/67th_Academy_Awards,False,(67th)
1990s,1995 (68th),1995,68,Nicolas Cage,Leaving Las Vegas,Ben Sanderson,https://en.wikipedia.org/wiki/Nicolas_Cage,https://en.wikipedia.org/wiki/Leaving_Las_Vegas,https://en.wikipedia.org/wiki/68th_Academy_Awards,True,(68th)
1990s,1995 (68th),1995,68,Richard Dreyfuss,Mr. Holland's Opus,Glenn Holland,https://en.wikipedia.org/wiki/Richard_Dreyfuss,https://en.wikipedia.org/wiki/Mr._Holland%27s_Opus,https://en.wikipedia.org/wiki/68th_Academy_Awards,False,(68th)
1990s,1995 (68th),1995,68,Anthony Hopkins,Nixon,Richard Nixon,https://en.wikipedia.org/wiki/Anthony_Hopkins,https://en.wikipedia.org/wiki/Nixon_(film),https://en.wikipedia.org/wiki/68th_Academy_Awards,False,(68th)
1990s,1995 (68th),1995,68,Sean Penn,Dead Man Walking,Matthew Poncelet,https://en.wikipedia.org/wiki/Sean_Penn,https://en.wikipedia.org/wiki/Dead_Man_Walking_(film),https://en.wikipedia.org/wiki/68th_Academy_Awards,False,(68th)
1990s,1995 (68th),1995,68,Massimo Troisi,Il Postino: The Postman,Mario Ruoppolo,https://en.wikipedia.org/wiki/Massimo_Troisi,https://en.wikipedia.org/wiki/Il_Postino:_The_Postman,https://en.wikipedia.org/wiki/68th_Academy_Awards,False,(68th)
1990s,1996 (69th),1996,69,Geoffrey Rush,Shine,David Helfgott,https://en.wikipedia.org/wiki/Geoffrey_Rush,https://en.wikipedia.org/wiki/Shine_(film),https://en.wikipedia.org/wiki/69th_Academy_Awards,True,(69th)
1990s,1996 (69th),1996,69,Tom Cruise,Jerry Maguire,Jerry Maguire,https://en.wikipedia.org/wiki/Tom_Cruise,https://en.wikipedia.org/wiki/Jerry_Maguire,https://en.wikipedia.org/wiki/69th_Academy_Awards,False,(69th)
1990s,1996 (69th),1996,69,Ralph Fiennes,The English Patient,Count László de Almásy,https://en.wikipedia.org/wiki/Ralph_Fiennes,https://en.wikipedia.org/wiki/The_English_Patient_(film),https://en.wikipedia.org/wiki/69th_Academy_Awards,False,(69th)
1990s,1996 (69th),1996,69,Woody Harrelson,The People vs. Larry Flynt,Larry Flynt,https://en.wikipedia.org/wiki/Woody_Harrelson,https://en.wikipedia.org/wiki/The_People_vs._Larry_Flynt,https://en.wikipedia.org/wiki/69th_Academy_Awards,False,(69th)
1990s,1996 (69th),1996,69,Billy Bob Thornton,Sling Blade,Karl Childers,https://en.wikipedia.org/wiki/Billy_Bob_Thornton,https://en.wikipedia.org/wiki/Sling_Blade,https://en.wikipedia.org/wiki/69th_Academy_Awards,False,(69th)
1990s,1997 (70th),1997,70,Jack Nicholson,As Good as It Gets,Melvin Udall,https://en.wikipedia.org/wiki/Jack_Nicholson,https://en.wikipedia.org/wiki/As_Good_as_It_Gets,https://en.wikipedia.org/wiki/70th_Academy_Awards,True,(70th)
1990s,1997 (70th),1997,70,Matt Damon,Good Will Hunting,Will Hunting,https://en.wikipedia.org/wiki/Matt_Damon,https://en.wikipedia.org/wiki/Good_Will_Hunting,https://en.wikipedia.org/wiki/70th_Academy_Awards,False,(70th)
1990s,1997 (70th),1997,70,Robert Duvall,The Apostle,"Euliss ""Sonny"" Dewey / The Apostle E. F.",https://en.wikipedia.org/wiki/Robert_Duvall,https://en.wikipedia.org/wiki/The_Apostle,https://en.wikipedia.org/wiki/70th_Academy_Awards,False,(70th)
1990s,1997 (70th),1997,70,Peter Fonda,Ulee's Gold,"Ulysses ""Ulee"" Jackson",https://en.wikipedia.org/wiki/Peter_Fonda,https://en.wikipedia.org/wiki/Ulee%27s_Gold,https://en.wikipedia.org/wiki/70th_Academy_Awards,False,(70th)
1990s,1997 (70th),1997,70,Dustin Hoffman,Wag the Dog,Stanley Motss,https://en.wikipedia.org/wiki/Dustin_Hoffman,https://en.wikipedia.org/wiki/Wag_the_Dog,https://en.wikipedia.org/wiki/70th_Academy_Awards,False,(70th)
1990s,1998 (71st),1998,71,Roberto Benigni,Life Is Beautiful,Guido Orefice,https://en.wikipedia.org/wiki/Roberto_Benigni,https://en.wikipedia.org/wiki/Life_Is_Beautiful,https://en.wikipedia.org/wiki/71st_Academy_Awards,True,(71st)
1990s,1998 (71st),1998,71,Tom Hanks,Saving Private Ryan,Captain John H. Miller,https://en.wikipedia.org/wiki/Tom_Hanks,https://en.wikipedia.org/wiki/Saving_Private_Ryan,https://en.wikipedia.org/wiki/71st_Academy_Awards,False,(71st)
1990s,1998 (71st),1998,71,Ian McKellen,Gods and Monsters,James Whale,https://en.wikipedia.org/wiki/Ian_McKellen,https://en.wikipedia.org/wiki/Gods_and_Monsters_(film),https://en.wikipedia.org/wiki/71st_Academy_Awards,False,(71st)
1990s,1998 (71st),1998,71,Nick Nolte,Affliction,Wade Whitehouse,https://en.wikipedia.org/wiki/Nick_Nolte,https://en.wikipedia.org/wiki/Affliction_(1997_film),https://en.wikipedia.org/wiki/71st_Academy_Awards,False,(71st)
1990s,1998 (71st),1998,71,Edward Norton,American History X,Derek Vinyard,https://en.wikipedia.org/wiki/Edward_Norton,https://en.wikipedia.org/wiki/American_History_X,https://en.wikipedia.org/wiki/71st_Academy_Awards,False,(71st)
1990s,1999 (72nd),1999,72,Kevin Spacey,American Beauty,Lester Burnham,https://en.wikipedia.org/wiki/Kevin_Spacey,https://en.wikipedia.org/wiki/American_Beauty_(1999_film),https://en.wikipedia.org/wiki/72nd_Academy_Awards,True,(72nd)
1990s,1999 (72nd),1999,72,Russell Crowe,The Insider,Jeffrey Wigand,https://en.wikipedia.org/wiki/Russell_Crowe,https://en.wikipedia.org/wiki/The_Insider_(film),https://en.wikipedia.org/wiki/72nd_Academy_Awards,False,(72nd)
1990s,1999 (72nd),1999,72,Richard Farnsworth,The Straight Story,Alvin Straight,https://en.wikipedia.org/wiki/Richard_Farnsworth,https://en.wikipedia.org/wiki/The_Straight_Story,https://en.wikipedia.org/wiki/72nd_Academy_Awards,False,(72nd)
1990s,1999 (72nd),1999,72,Sean Penn,Sweet and Lowdown,Emmet Ray,https://en.wikipedia.org/wiki/Sean_Penn,https://en.wikipedia.org/wiki/Sweet_and_Lowdown,https://en.wikipedia.org/wiki/72nd_Academy_Awards,False,(72nd)
1990s,1999 (72nd),1999,72,Denzel Washington,The Hurricane,"Rubin ""The Hurricane"" Carter",https://en.wikipedia.org/wiki/Denzel_Washington,https://en.wikipedia.org/wiki/The_Hurricane_(1999_film),https://en.wikipedia.org/wiki/72nd_Academy_Awards,False,(72nd)
2000s,2000 (73rd),2000,73,Russell Crowe,Gladiator,Maximus Decimus Meridius,https://en.wikipedia.org/wiki/Russell_Crowe,https://en.wikipedia.org/wiki/Gladiator_(2000_film),https://en.wikipedia.org/wiki/73rd_Academy_Awards,True,(73rd)
2000s,2000 (73rd),2000,73,Javier Bardem,Before Night Falls,Reinaldo Arenas,https://en.wikipedia.org/wiki/Javier_Bardem,https://en.wikipedia.org/wiki/Before_Night_Falls_(film),https://en.wikipedia.org/wiki/73rd_Academy_Awards,False,(73rd)
2000s,2000 (73rd),2000,73,Tom Hanks,Cast Away,Chuck Noland,https://en.wikipedia.org/wiki/Tom_Hanks,https://en.wikipedia.org/wiki/Cast_Away,https://en.wikipedia.org/wiki/73rd_Academy_Awards,False,(73rd)
2000s,2000 (73rd),2000,73,Ed Harris,Pollock,Jackson Pollock,https://en.wikipedia.org/wiki/Ed_Harris,https://en.wikipedia.org/wiki/Pollock_(film),https://en.wikipedia.org/wiki/73rd_Academy_Awards,False,(73rd)
2000s,2000 (73rd),2000,73,Geoffrey Rush,Quills,Marquis de Sade,https://en.wikipedia.org/wiki/Geoffrey_Rush,https://en.wikipedia.org/wiki/Quills_(film),https://en.wikipedia.org/wiki/73rd_Academy_Awards,False,(73rd)
2000s,2001 (74th),2001,74,Denzel Washington,Training Day,Detective Alonzo Harris,https://en.wikipedia.org/wiki/Denzel_Washington,https://en.wikipedia.org/wiki/Training_Day,https://en.wikipedia.org/wiki/74th_Academy_Awards,True,(74th)
2000s,2001 (74th),2001,74,Russell Crowe,A Beautiful Mind,John Forbes Nash Jr.,https://en.wikipedia.org/wiki/Russell_Crowe,https://en.wikipedia.org/wiki/A_Beautiful_Mind_(film),https://en.wikipedia.org/wiki/74th_Academy_Awards,False,(74th)
2000s,2001 (74th),2001,74,Sean Penn,I Am Sam,Sam Dawson,https://en.wikipedia.org/wiki/Sean_Penn,https://en.wikipedia.org/wiki/I_Am_Sam,https://en.wikipedia.org/wiki/74th_Academy_Awards,False,(74th)
2000s,2001 (74th),2001,74,Will Smith,Ali,Cassius Clay / Muhammad Ali,https://en.wikipedia.org/wiki/Will_Smith,https://en.wikipedia.org/wiki/Ali_(2001_film),https://en.wikipedia.org/wiki/74th_Academy_Awards,False,(74th)
2000s,2001 (74th),2001,74,Tom Wilkinson,In the Bedroom,Dr. Matt Fowler,https://en.wikipedia.org/wiki/Tom_Wilkinson,https://en.wikipedia.org/wiki/In_the_Bedroom,https://en.wikipedia.org/wiki/74th_Academy_Awards,False,(74th)
2000s,2002 (75th),2002,75,Adrien Brody,The Pianist,Władysław Szpilman,https://en.wikipedia.org/wiki/Adrien_Brody,https://en.wikipedia.org/wiki/The_Pianist_(2002_film),https://en.wikipedia.org/wiki/75th_Academy_Awards,True,(75th)
2000s,2002 (75th),2002,75,Nicolas Cage,Adaptation.,Charlie Kaufman & Donald Kaufman,https://en.wikipedia.org/wiki/Nicolas_Cage,https://en.wikipedia.org/wiki/Adaptation_(film),https://en.wikipedia.org/wiki/75th_Academy_Awards,False,(75th)
2000s,2002 (75th),2002,75,Michael Caine,The Quiet American,Thomas Fowler,https://en.wikipedia.org/wiki/Michael_Caine,https://en.wikipedia.org/wiki/The_Quiet_American_(2002_film),https://en.wikipedia.org/wiki/75th_Academy_Awards,False,(75th)
2000s,2002 (75th),2002,75,Daniel Day-Lewis,Gangs of New York,"William ""Bill the Butcher"" Cutting",https://en.wikipedia.org/wiki/Daniel_Day-Lewis,https://en.wikipedia.org/wiki/Gangs_of_New_York,https://en.wikipedia.org/wiki/75th_Academy_Awards,False,(75th)
2000s,2002 (75th),2002,75,Jack Nicholson,About Schmidt,Warren R. Schmidt,https://en.wikipedia.org/wiki/Jack_Nicholson,https://en.wikipedia.org/wiki/About_Schmidt,https://en.wikipedia.org/wiki/75th_Academy_Awards,False,(75th)
2000s,2003 (76th),2003,76,Sean Penn,Mystic River,Jimmy Markum,https://en.wikipedia.org/wiki/Sean_Penn,https://en.wikipedia.org/wiki/Mystic_River_(film),https://en.wikipedia.org/wiki/76th_Academy_Awards,True,(76th)
2000s,2003 (76th),2003,76,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,Captain Jack Sparrow,https://en.wikipedia.org/wiki/Johnny_Depp,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,https://en.wikipedia.org/wiki/76th_Academy_Awards,False,(76th)
2000s,2003 (76th),2003,76,Ben Kingsley,House of Sand and Fog,Col. Massoud Amir Behrani,https://en.wikipedia.org/wiki/Ben_Kingsley,https://en.wikipedia.org/wiki/House_of_Sand_and_Fog_(film),https://en.wikipedia.org/wiki/76th_Academy_Awards,False,(76th)
2000s,2003 (76th),2003,76,Jude Law,Cold Mountain,W. P. Inman,https://en.wikipedia.org/wiki/Jude_Law,https://en.wikipedia.org/wiki/Cold_Mountain_(film),https://en.wikipedia.org/wiki/76th_Academy_Awards,False,(76th)
2000s,2003 (76th),2003,76,Bill Murray,Lost in Translation,Bob Harris,https://en.wikipedia.org/wiki/Bill_Murray,https://en.wikipedia.org/wiki/Lost_in_Translation_(film),https://en.wikipedia.org/wiki/76th_Academy_Awards,False,(76th)
2000s,2004 (77th),2004,77,Jamie Foxx,Ray,Ray Charles,https://en.wikipedia.org/wiki/Jamie_Foxx,https://en.wikipedia.org/wiki/Ray_(film),https://en.wikipedia.org/wiki/77th_Academy_Awards,True,(77th)
2000s,2004 (77th),2004,77,Don Cheadle,Hotel Rwanda,Paul Rusesabagina,https://en.wikipedia.org/wiki/Don_Cheadle,https://en.wikipedia.org/wiki/Hotel_Rwanda,https://en.wikipedia.org/wiki/77th_Academy_Awards,False,(77th)
2000s,2004 (77th),2004,77,Johnny Depp,Finding Neverland,Sir James Matthew Barrie,https://en.wikipedia.org/wiki/Johnny_Depp,https://en.wikipedia.org/wiki/Finding_Neverland_(film),https://en.wikipedia.org/wiki/77th_Academy_Awards,False,(77th)
2000s,2004 (77th),2004,77,Leonardo DiCaprio,The Aviator,Howard Hughes,https://en.wikipedia.org/wiki/Leonardo_DiCaprio,https://en.wikipedia.org/wiki/The_Aviator_(2004_film),https://en.wikipedia.org/wiki/77th_Academy_Awards,False,(77th)
2000s,2004 (77th),2004,77,Clint Eastwood,Million Dollar Baby,Frankie Dunn,https://en.wikipedia.org/wiki/Clint_Eastwood,https://en.wikipedia.org/wiki/Million_Dollar_Baby,https://en.wikipedia.org/wiki/77th_Academy_Awards,False,(77th)
2000s,2005 (78th),2005,78,Philip Seymour Hoffman,Capote,Truman Capote,https://en.wikipedia.org/wiki/Philip_Seymour_Hoffman,https://en.wikipedia.org/wiki/Capote_(film),https://en.wikipedia.org/wiki/78th_Academy_Awards,True,(78th)
2000s,2005 (78th),2005,78,Terrence Howard,Hustle & Flow,DJay,https://en.wikipedia.org/wiki/Terrence_Howard,https://en.wikipedia.org/wiki/Hustle_%26_Flow,https://en.wikipedia.org/wiki/78th_Academy_Awards,False,(78th)
2000s,2005 (78th),2005,78,Heath Ledger,Brokeback Mountain,Ennis Del Mar,https://en.wikipedia.org/wiki/Heath_Ledger,https://en.wikipedia.org/wiki/Brokeback_Mountain,https://en.wikipedia.org/wiki/78th_Academy_Awards,False,(78th)
2000s,2005 (78th),2005,78,Joaquin Phoenix,Walk the Line,Johnny Cash,https://en.wikipedia.org/wiki/Joaquin_Phoenix,https://en.wikipedia.org/wiki/Walk_the_Line,https://en.wikipedia.org/wiki/78th_Academy_Awards,False,(78th)
2000s,2005 (78th),2005,78,David Strathairn,"Good Night, and Good Luck .",Edward R. Murrow,https://en.wikipedia.org/wiki/David_Strathairn,"https://en.wikipedia.org/wiki/Good_Night,_and_Good_Luck",https://en.wikipedia.org/wiki/78th_Academy_Awards,False,(78th)
2000s,2006 (79th),2006,79,Forest Whitaker,The Last King of Scotland,Idi Amin,https://en.wikipedia.org/wiki/Forest_Whitaker,https://en.wikipedia.org/wiki/The_Last_King_of_Scotland_(film),https://en.wikipedia.org/wiki/79th_Academy_Awards,True,(79th)
2000s,2006 (79th),2006,79,Leonardo DiCaprio,Blood Diamond,Danny Archer,https://en.wikipedia.org/wiki/Leonardo_DiCaprio,https://en.wikipedia.org/wiki/Blood_Diamond,https://en.wikipedia.org/wiki/79th_Academy_Awards,False,(79th)
2000s,2006 (79th),2006,79,Ryan Gosling,Half Nelson,Dan Dunne,https://en.wikipedia.org/wiki/Ryan_Gosling,https://en.wikipedia.org/wiki/Half_Nelson_(film),https://en.wikipedia.org/wiki/79th_Academy_Awards,False,(79th)
2000s,2006 (79th),2006,79,Peter O'Toole,Venus,Maurice Russell,https://en.wikipedia.org/wiki/Peter_O%27Toole,https://en.wikipedia.org/wiki/Venus_(2006_film),https://en.wikipedia.org/wiki/79th_Academy_Awards,False,(79th)
2000s,2006 (79th),2006,79,Will Smith,The Pursuit of Happyness,Chris Gardner,https://en.wikipedia.org/wiki/Will_Smith,https://en.wikipedia.org/wiki/The_Pursuit_of_Happyness,https://en.wikipedia.org/wiki/79th_Academy_Awards,False,(79th)
2000s,2007 (80th),2007,80,Daniel Day-Lewis,There Will Be Blood,Daniel Plainview,https://en.wikipedia.org/wiki/Daniel_Day-Lewis,https://en.wikipedia.org/wiki/There_Will_Be_Blood,https://en.wikipedia.org/wiki/80th_Academy_Awards,True,(80th)
2000s,2007 (80th),2007,80,George Clooney,Michael Clayton,Michael Clayton,https://en.wikipedia.org/wiki/George_Clooney,https://en.wikipedia.org/wiki/Michael_Clayton,https://en.wikipedia.org/wiki/80th_Academy_Awards,False,(80th)
2000s,2007 (80th),2007,80,Johnny Depp,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd / Benjamin Barker,https://en.wikipedia.org/wiki/Johnny_Depp,https://en.wikipedia.org/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(2007_film),https://en.wikipedia.org/wiki/80th_Academy_Awards,False,(80th)
2000s,2007 (80th),2007,80,Tommy Lee Jones,In the Valley of Elah,Hank Deerfield,https://en.wikipedia.org/wiki/Tommy_Lee_Jones,https://en.wikipedia.org/wiki/In_the_Valley_of_Elah,https://en.wikipedia.org/wiki/80th_Academy_Awards,False,(80th)
2000s,2007 (80th),2007,80,Viggo Mortensen,Eastern Promises,Nikolai Luzhin,https://en.wikipedia.org/wiki/Viggo_Mortensen,https://en.wikipedia.org/wiki/Eastern_Promises,https://en.wikipedia.org/wiki/80th_Academy_Awards,False,(80th)
2000s,2008 (81st),2008,81,Sean Penn,Milk,Harvey Milk,https://en.wikipedia.org/wiki/Sean_Penn,https://en.wikipedia.org/wiki/Milk_(2008_American_film),https://en.wikipedia.org/wiki/81st_Academy_Awards,True,(81st)
2000s,2008 (81st),2008,81,Richard Jenkins,The Visitor,Walter Vale,https://en.wikipedia.org/wiki/Richard_Jenkins,https://en.wikipedia.org/wiki/The_Visitor_(2007_feature_film),https://en.wikipedia.org/wiki/81st_Academy_Awards,False,(81st)
2000s,2008 (81st),2008,81,Frank Langella,Frost/Nixon,Richard Nixon,https://en.wikipedia.org/wiki/Frank_Langella,https://en.wikipedia.org/wiki/Frost/Nixon_(film),https://en.wikipedia.org/wiki/81st_Academy_Awards,False,(81st)
2000s,2008 (81st),2008,81,Brad Pitt,The Curious Case of Benjamin Button,Benjamin Button,https://en.wikipedia.org/wiki/Brad_Pitt,https://en.wikipedia.org/wiki/The_Curious_Case_of_Benjamin_Button_(film),https://en.wikipedia.org/wiki/81st_Academy_Awards,False,(81st)
2000s,2008 (81st),2008,81,Mickey Rourke,The Wrestler,"Randy ""The Ram"" Robinson",https://en.wikipedia.org/wiki/Mickey_Rourke,https://en.wikipedia.org/wiki/The_Wrestler_(2008_film),https://en.wikipedia.org/wiki/81st_Academy_Awards,False,(81st)
2000s,2009 (82nd),2009,82,Jeff Bridges,Crazy Heart,"Otis ""Bad"" Blake",https://en.wikipedia.org/wiki/Jeff_Bridges,https://en.wikipedia.org/wiki/Crazy_Heart,https://en.wikipedia.org/wiki/82nd_Academy_Awards,True,(82nd)
2000s,2009 (82nd),2009,82,George Clooney,Up in the Air,Ryan Bingham,https://en.wikipedia.org/wiki/George_Clooney,https://en.wikipedia.org/wiki/Up_in_the_Air_(2009_film),https://en.wikipedia.org/wiki/82nd_Academy_Awards,False,(82nd)
2000s,2009 (82nd),2009,82,Colin Firth,A Single Man,George Falconer,https://en.wikipedia.org/wiki/Colin_Firth,https://en.wikipedia.org/wiki/A_Single_Man,https://en.wikipedia.org/wiki/82nd_Academy_Awards,False,(82nd)
2000s,2009 (82nd),2009,82,Morgan Freeman,Invictus,Nelson Mandela,https://en.wikipedia.org/wiki/Morgan_Freeman,https://en.wikipedia.org/wiki/Invictus_(film),https://en.wikipedia.org/wiki/82nd_Academy_Awards,False,(82nd)
2000s,2009 (82nd),2009,82,Jeremy Renner,The Hurt Locker,SFC William James,https://en.wikipedia.org/wiki/Jeremy_Renner,https://en.wikipedia.org/wiki/The_Hurt_Locker,https://en.wikipedia.org/wiki/82nd_Academy_Awards,False,(82nd)
2010s,2010 (83rd),2010,83,Colin Firth,The King's Speech,King George VI,https://en.wikipedia.org/wiki/Colin_Firth,https://en.wikipedia.org/wiki/The_King%27s_Speech,https://en.wikipedia.org/wiki/83rd_Academy_Awards,True,(83rd)
2010s,2010 (83rd),2010,83,Javier Bardem,Biutiful,Uxbal,https://en.wikipedia.org/wiki/Javier_Bardem,https://en.wikipedia.org/wiki/Biutiful,https://en.wikipedia.org/wiki/83rd_Academy_Awards,False,(83rd)
2010s,2010 (83rd),2010,83,Jeff Bridges,True Grit,"Reuben ""Rooster"" Cogburn",https://en.wikipedia.org/wiki/Jeff_Bridges,https://en.wikipedia.org/wiki/True_Grit_(2010_film),https://en.wikipedia.org/wiki/83rd_Academy_Awards,False,(83rd)
2010s,2010 (83rd),2010,83,Jesse Eisenberg,The Social Network,Mark Zuckerberg,https://en.wikipedia.org/wiki/Jesse_Eisenberg,https://en.wikipedia.org/wiki/The_Social_Network,https://en.wikipedia.org/wiki/83rd_Academy_Awards,False,(83rd)
2010s,2010 (83rd),2010,83,James Franco,127 Hours,Aron Ralston,https://en.wikipedia.org/wiki/James_Franco,https://en.wikipedia.org/wiki/127_Hours,https://en.wikipedia.org/wiki/83rd_Academy_Awards,False,(83rd)
2010s,2011 (84th),2011,84,Jean Dujardin,The Artist,George Valentin,https://en.wikipedia.org/wiki/Jean_Dujardin,https://en.wikipedia.org/wiki/The_Artist_(film),https://en.wikipedia.org/wiki/84th_Academy_Awards,True,(84th)
2010s,2011 (84th),2011,84,Demián Bichir,A Better Life,Carlos Galindo,https://en.wikipedia.org/wiki/Demi%C3%A1n_Bichir,https://en.wikipedia.org/wiki/A_Better_Life_(film),https://en.wikipedia.org/wiki/84th_Academy_Awards,False,(84th)
2010s,2011 (84th),2011,84,George Clooney,The Descendants,Matt King,https://en.wikipedia.org/wiki/George_Clooney,https://en.wikipedia.org/wiki/The_Descendants,https://en.wikipedia.org/wiki/84th_Academy_Awards,False,(84th)
2010s,2011 (84th),2011,84,Gary Oldman,Tinker Tailor Soldier Spy,George Smiley,https://en.wikipedia.org/wiki/Gary_Oldman,https://en.wikipedia.org/wiki/Tinker_Tailor_Soldier_Spy_(film),https://en.wikipedia.org/wiki/84th_Academy_Awards,False,(84th)
2010s,2011 (84th),2011,84,Brad Pitt,Moneyball,Billy Beane,https://en.wikipedia.org/wiki/Brad_Pitt,https://en.wikipedia.org/wiki/Moneyball_(film),https://en.wikipedia.org/wiki/84th_Academy_Awards,False,(84th)
2010s,2012 (85th),2012,85,Daniel Day-Lewis,Lincoln,Abraham Lincoln,https://en.wikipedia.org/wiki/Daniel_Day-Lewis,https://en.wikipedia.org/wiki/Lincoln_(film),https://en.wikipedia.org/wiki/85th_Academy_Awards,True,(85th)
2010s,2012 (85th),2012,85,Bradley Cooper,Silver Linings Playbook,"Patrizio ""Pat"" Solitano Jr.",https://en.wikipedia.org/wiki/Bradley_Cooper,https://en.wikipedia.org/wiki/Silver_Linings_Playbook,https://en.wikipedia.org/wiki/85th_Academy_Awards,False,(85th)
2010s,2012 (85th),2012,85,Hugh Jackman,Les Misérables,Jean Valjean,https://en.wikipedia.org/wiki/Hugh_Jackman,https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film),https://en.wikipedia.org/wiki/85th_Academy_Awards,False,(85th)
2010s,2012 (85th),2012,85,Joaquin Phoenix,The Master,Freddie Quell,https://en.wikipedia.org/wiki/Joaquin_Phoenix,https://en.wikipedia.org/wiki/The_Master_(2012_film),https://en.wikipedia.org/wiki/85th_Academy_Awards,False,(85th)
2010s,2012 (85th),2012,85,Denzel Washington,Flight,"William ""Whip"" Whitaker",https://en.wikipedia.org/wiki/Denzel_Washington,https://en.wikipedia.org/wiki/Flight_(2012_film),https://en.wikipedia.org/wiki/85th_Academy_Awards,False,(85th)
2010s,2013 (86th),2013,86,Matthew McConaughey,Dallas Buyers Club,Ron Woodroof,https://en.wikipedia.org/wiki/Matthew_McConaughey,https://en.wikipedia.org/wiki/Dallas_Buyers_Club,https://en.wikipedia.org/wiki/86th_Academy_Awards,True,(86th)
2010s,2013 (86th),2013,86,Christian Bale,American Hustle,Irving Rosenfeld,https://en.wikipedia.org/wiki/Christian_Bale,https://en.wikipedia.org/wiki/American_Hustle,https://en.wikipedia.org/wiki/86th_Academy_Awards,False,(86th)
2010s,2013 (86th),2013,86,Bruce Dern,Nebraska,"Woodrow ""Woody"" Grant",https://en.wikipedia.org/wiki/Bruce_Dern,https://en.wikipedia.org/wiki/Nebraska_(film),https://en.wikipedia.org/wiki/86th_Academy_Awards,False,(86th)
2010s,2013 (86th),2013,86,Leonardo DiCaprio,The Wolf of Wall Street,Jordan Belfort,https://en.wikipedia.org/wiki/Leonardo_DiCaprio,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film),https://en.wikipedia.org/wiki/86th_Academy_Awards,False,(86th)
2010s,2013 (86th),2013,86,Chiwetel Ejiofor,12 Years a Slave,Solomon Northup,https://en.wikipedia.org/wiki/Chiwetel_Ejiofor,https://en.wikipedia.org/wiki/12_Years_a_Slave_(film),https://en.wikipedia.org/wiki/86th_Academy_Awards,False,(86th)
2010s,2014 (87th),2014,87,Eddie Redmayne,The Theory of Everything,Stephen Hawking,https://en.wikipedia.org/wiki/Eddie_Redmayne,https://en.wikipedia.org/wiki/The_Theory_of_Everything_(2014_film),https://en.wikipedia.org/wiki/87th_Academy_Awards,True,(87th)
